食譜名稱,作者,圖片,份數,料理時間,食材,食材數量,料理步驟
"
青椒鑲肉
",Chi,https://img-global.cpcdn.com/recipes/50f95ed5daaa5085/751x532cq70/%E9%9D%92%E6%A4%92%E9%91%B2%E8%82%89-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ",Na,"青椒（細長型）2顆
牛肉100克
羊肉100克
起司2片
醃料（準備2份）
太白粉2匙
醬油1匙
米酒1匙
黑胡椒醬1匙
","








",1.牛肉及羊肉切成條狀去筋，醃20分鐘，2片起司共切成8條，2條青椒對切，共切成4片且去籽，起司2條塞入1片青椒中2.牛肉及羊肉各塞入2片青椒，熱鍋熱油，油加多一點，轉中小火肉面朝下放入，1分鐘半後翻面繼續煎至內部肉全熟，裝盤
"
照燒雙菇豬五花
",蘇珊廖,https://img-global.cpcdn.com/recipes/f695873bd5404d5a/751x532cq70/%E7%85%A7%E7%87%92%E9%9B%99%E8%8F%87%E8%B1%AC%E4%BA%94%E8%8A%B1-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"豬五花肉片
鴻禧菇
雪白菇
紅蘿蔔
洋蔥
青蔥
醃料
米酒
鹽
照燒醬
醬油
味霖
米酒
砂糖
薑泥
","250 克
1 包
1 包
60 克
1/4 個
1 支

1 大匙
1/2 小匙

2 大匙
2 大匙
2 大匙
1 大匙
30 克
",1.紅蘿蔔切絲，洋蔥切絲，青蔥切段，鴻禧菇和雪白菇去蒂頭撥開。豬五花略改刀，加米酒和鹽略醃。2.取炒鍋加入一匙油加熱，洋蔥絲入鍋炒香，續加入五花肉片翻炒，略炒出油脂。3.加入紅蘿蔔絲，鴻禧菇和雪白菇翻炒。4.加入調味料翻炒，略收汁，起鍋前加入蔥段翻炒即可。
"
汆燙小管
",Daphne Chen,https://img-global.cpcdn.com/recipes/b6cc4e3ea7e4ecf3/751x532cq70/%E6%B1%86%E7%87%99%E5%B0%8F%E7%AE%A1-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ",Na,"小管8隻
蔥1根
冰塊少許
","


",1.蔥洗淨切珠，小管洗淨備用，備炒鍋，放入適量的水，水煮滾後放入一小匙的鹽，再放入小管汆燙五分鐘左右，撈起放入冰塊中，冰鎮五分鐘左右後，瀝乾水份。2.裝在盤子上，再撒上蔥珠，即可食用，這樣吃就很清甜，如喜歡沾醬吃的人，可依自己喜歡的醬料食用。
"
【影片】韓國網紅-焦糖脆脆咖啡拿鐵
",Mrs Ps Kitchen,https://img-global.cpcdn.com/recipes/b3c575f5fa50b6e5/751x532cq70/%E5%BD%B1%E7%89%87%E9%9F%93%E5%9C%8B%E7%B6%B2%E7%B4%85-%E7%84%A6%E7%B3%96%E8%84%86%E8%84%86%E5%92%96%E5%95%A1%E6%8B%BF%E9%90%B5-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1人份
  ","
 15分鐵
      ","牛奶
濃縮咖啡
砂糖
轉化糖漿/水
蘇打粉
","300 毫升
1 杯
100 克
4 大匙

","1.影片〉https://youtu.be/vvr7kGIpZPI2.在小鍋內，將細砂糖及糖漿拌勻，用中火煮至糖溶化3.然後轉小火煮至糖變焦糖咖啡色 （期間不要再攪拌）4.然後下蘇打粉，快速拌勻（會有泡沫出現）5.快速將糖溶液倒入鋪有烘焙紙的烤盤內 （糖漿非常熱，要小心）然後靜置一個小時或至表面全乾，分成小塊6.將冰塊、牛奶倒入杯內，再加入焦糖脆脆，倒入咖啡即成！7.因有化學作用的原理，必定要用蘇打粉baking soda，沒有其他材料可以代替的
*要小心煮糖漿，不要煮焦，會有苦味的。所有工序都要非常快速進行，否則蜂巢不會成形
*將焦糖蜂巢脆餅放入密封盒內，在室溫保存，可存放三至四天，一接觸到空氣(濕氣）便會變得黏和濕，一定要保持乾爽"
"
雞肉豆腐煲
",小南南助手,https://img-global.cpcdn.com/recipes/581aeee73722bf70/751x532cq70/%E9%9B%9E%E8%82%89%E8%B1%86%E8%85%90%E7%85%B2-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"雞腿
雞蛋豆腐
洋蔥
紅蘿蔔
蔥花
醬油
米酒
砂糖
素蠔油
胡椒粉
","350 克
1 盒
1/4 個
1/3 根
少許
4 大匙
3 大匙
2 茶匙
1.5 大匙
2 茶匙
",1.豆腐切塊 下鍋煎香後取出2.雞腿切塊 一樣下鍋煎香3.把煎香的雞腿豆腐 加入洋蔥和紅蘿蔔炒香4.炒香後加入淹過食材的水和所有調味料 小火收汁5.收到汁快沒時就可以起鍋了 （喜歡的人也可以勾芡
"
咸肉粽
",YouTube : 沙先生料理,https://img-global.cpcdn.com/recipes/3e9d4e0cabb57f41/751x532cq70/%E5%92%B8%E8%82%89%E7%B2%BD-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 15-20隻
  ",Na,"糯米
綠豆邊
五花腩
鹹蛋黃
小瑤柱
餡料可按個人喜歡加入
醃製五花腩
乾蔥
蒜頭
五香粉
雞粉
白胡椒粉
美極鮮醬油
包粽材料
粽葉
咸水草
","1 斤
0.5 斤
1 份
1 包
適量


3-4 個
1 個
2.5 茶匙
適量
適量
適量


1 束
","1.糯米、綠豆邊、小瑤柱早一晚清洗後浸泡2.蛋黃可選擇新鮮的或者是1包的，口感分別是新鮮的好吃，1包裝的是方便不用剝蛋殼和分蛋白3.清洗粽葉，再就到熱水裡煮10分鐘，把粽葉的頭尾部分剪走方便包4.五花腩切塊，乾蔥蒜頭切碎5.把步驟4的材料放到盒中調味6.加好調味後，用手將它們混合醃一晚7.當天把五花肉的表面煎香8.將材料順序放到粽葉內，再包成三角形，用咸水草把它綁實9.煮約3小時，就能吃到了10.完成！方便大家觀看製作過程已放到YouTube，有興趣可以去看一下喔(⁎⁍̴̛ᴗ⁍̴̛⁎)11.更多沙先生分享平台：
Fb粉絲專頁 https://www.facebook.com/mrshacook
IG @mrshacook
更多製作過程，訂閱我的Youtube喔
https://youtube.com/mrshacook"
"
【南瓜意大利粉】：
",wing fong,https://img-global.cpcdn.com/recipes/f92a9f0966a64411/751x532cq70/%E5%8D%97%E7%93%9C%E6%84%8F%E5%A4%A7%E5%88%A9%E7%B2%89-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1人份
  ","
 約15-20分鐘
      ","義大利麵
南瓜
培根/火腿
牛奶
鹽巴&黑胡椒
","

1 片
200 mL
適量
","1.南瓜削皮, 切成薄片；先用奶油炒一下，讓它的香味出來2.加入牛奶用小火煮；因為切了薄片的南瓜很快變軟, 可以用湯匙一遍攪拌,一遍打碎泥3.用果汁機/ 攪拌機 /手持攪拌器(blender)再打一下, 把它弄更細，倒回鍋中繼續煮4.同時開始煮麵 (煮麵水裏面加半匙鹽)；麵差不多好了, 放入培根煮一下5.最後把培根,麵放入鍋子裡，加一點剛煮麵用的水進去，稀釋一下，再加少量鹽巴調味道，上碟前加入黑胡椒粉6.提示：
*建議用木頭湯匙拌, 如果用夾子那種,會令意大利麵非常容易被切斷
* 南瓜意大利麵的口感非常濃，要吃時候, 可以撒多一點磨好的黑胡椒!
* 如喜歡南瓜意大利麵吃起來有南瓜的口感可以忽略步驟37.我不是用培根，我用的是火腿和做其他料理用剩下的肉碎"
"
涼拌顧胃小菜
",FiShake Kitchen,https://img-global.cpcdn.com/recipes/25eeff428862bb07/751x532cq70/%E6%B6%BC%E6%8B%8C%E9%A1%A7%E8%83%83%E5%B0%8F%E8%8F%9C-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1人份
  ","
 30分鐘之內
      ","紅棗枸杞湯
紅棗
枸杞
水
其他
秋葵
豆腐
","
適量
適量
適量

1 根
適量
",1.紅棗、枸杞及適量水，電鍋鍋外一杯水蒸熟，取出放涼，再冰冰箱至喜歡的涼度2.秋葵切塊用電鍋鍋外1/3杯水蒸熟，取出放涼3.秋葵、枸杞、豆腐組裝擺盤，再淋上冰的紅棗枸杞湯
"
簡易韓式牛肋條
",鄭丞恩,https://img-global.cpcdn.com/recipes/1cc39ff3834b3193/751x532cq70/%E7%B0%A1%E6%98%93%E9%9F%93%E5%BC%8F%E7%89%9B%E8%82%8B%E6%A2%9D-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1人分
  ","
 30分鐘
      ","韓式烤肉醬(甜)
韓式辣醬
牛肋條
","


",1.將牛肋條分切段筋 用刀切紋路最佳 並切成一口大小2.將牛肋條用這兩種韓式調味料醃製半小時(推薦醃越久越好吃) 全聯都買得到 辣醬加少量不會辣3.將牛肋條用錫箔紙包起來放入烤箱預熱150度烤20分鐘(烤越久越好吃) 無法調溫度可直接烤但須要注意時間溫度太高反而會乾掉 沒有烤箱可以直接跳下一步驟4.將烤過基本已經熟的牛肋條放入鍋子中小火使表面醬料焦糖化有個焦香味以即上色即可出鍋 沒有烤箱烤過使用小火慢慢煎熟即可
"
豆渣香蕉CUP
",版圖,https://img-global.cpcdn.com/recipes/1211c12e68540666/751x532cq70/%E8%B1%86%E6%B8%A3%E9%A6%99%E8%95%89cup-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 3-4人（18寸長型模）
  ","
 1h
      ","☆麵粉200g
☆泡打粉4g
◆砂糖50g
◆無鹽奶油50g(或沙拉油或是一半一半)
◆牛奶1大湯匙（15cc)
蛋1粒
香草精2滴（可省)
香蕉中一根（接近超熟香蕉香氣倍增）
香蕉半根（可省）
核桃腰果合計15-20g(可省）
巧克力米或塊15g(可省）
","










",1.將☆材料 放入 鍋均勻混合（可不用過篩）2.烤箱預熱180度3.◆放入容器中 微波90秒加熱 至奶油融化 待冷 ，蛋打散後加入混合 備用4.核桃 腰果 放入 袋中，用木棒敲打成小碎狀5.香蕉一條放入袋中壓成泥狀不用太碎 （吃時會有口感） 備用， 將塑膠袋用剪刀在袋子尖角部分 剪孔 將香蕉泥 擠壓 放入，3）項混合攪拌均勻6.5）項混合後的再撥到 1）項內，再度混合 至沒看到麵粉完全混和均勻，且麵糊有點糊狀 稠稠，不是稀稀狀（若這時太稀就加點麵粉，若攪拌有點吃力就是太乾，這時可補加牛奶或優格或優酪乳）7.將 5）項 撥放入杯子容器內，約7分滿 ，再 將切片（斜片或圓片都可）香蕉擺放 灑上堅果 放入180度30-35分（視各家庭電器增減）8.用牙籤試試看有沒烤熟 ，若牙籤拿起 還沾黏 表示還沒熟，若牙籤很乾爽沒沾黏 即表示 熟了 即可取出 ，待涼 即可食用。完成！9.食用時 可用湯匙挖起 或剪開杯子 食用 ，（切開內部成溼潤狀）放入冰箱隔日吃 也不錯！ 也可用袋子包裝 ，去野餐或朋友聚餐時都是很好伴手物品的。 無添加物 安心安全。 身體沒負擔!10.已發佈 食譜 敬請合併參考 希望能幫助找到靈感來源！11.12.
"
簡單的馬鈴薯沙拉
",Morgan,https://img-global.cpcdn.com/recipes/7b0f2536bfcfbe44/751x532cq70/%E7%B0%A1%E5%96%AE%E7%9A%84%E9%A6%AC%E9%88%B4%E8%96%AF%E6%B2%99%E6%8B%89-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"馬鈴薯3個450g
黃瓜1條
冷凍綜合蔬菜200g（多少量可以依個人喜愛添加）
沙拉醬2條
糖3茶匙
鹽少許
","





",1.馬鈴薯去皮切約1公分的厚片放入可以微波的盤中、撒上少許的水蓋上保鮮膜中火微波約12分鐘至筷子容易插透即可2.準備一個大碗將馬鈴薯取出稍微搗碎、趁熱加入糖、鹽拌勻放到完全涼備用3.黃瓜洗淨用廚房紙巾擦乾，去瓜囊切丁備用4.水煮蛋完全放涼去殼切丁備用5.冷凍蔬菜退冰後、過一下冷開水瀝乾水分備用6.將所有的食材放入大碗、擠出沙拉醬拌均勻即可
"
亞麻仁油+One冷壓檸檬橄欖油餅乾
",王碩愉（單純的感動）,https://img-global.cpcdn.com/recipes/f811c319c7b3a9f6/751x532cq70/%E4%BA%9E%E9%BA%BB%E4%BB%81%E6%B2%B9one%E5%86%B7%E5%A3%93%E6%AA%B8%E6%AA%AC%E6%A9%84%E6%AC%96%E6%B2%B9%E9%A4%85%E4%B9%BE-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"植物油亞麻仁油與One檸檬橄欖油比例1.75:1（70克亞麻仁油+40克冷壓欖油）
粉類分低粉50克+中粉40克
蛋一顆
不加任何液體
","



",1.先加油再加上蛋到鍋子裡，使用小打蛋器混拌均勻，變成蛋黃油糊，不加水。2.不要加液體，加麵粉，此時不要單一攪拌麵粉，而是靜止鍋內食材，再裝修好打蛋器邊緣上邊的鐵架，用電動攪拌器攪拌成麵糊糰，裝在檸檬味的塑膠袋裡冰起來15分鐘3.最後拿超過15分鐘拿出來擠花圓形⭕️，不要太大也不能太小的圓型餅乾糊。4.12個中型圓餅乾烤溫190度上下火，烤幾分鐘視自己的烤箱而定，因為我們家的是十分鐘，有的烤箱烤溫高就會縮短時間了哦！
"
夏日莓果奶酪（無吉利丁，素食友善）
",Get foodie with Sally,https://img-global.cpcdn.com/recipes/89921edb573501ab/751x532cq70/%E5%A4%8F%E6%97%A5%E8%8E%93%E6%9E%9C%E5%A5%B6%E9%85%AA%E7%84%A1%E5%90%89%E5%88%A9%E4%B8%81%E7%B4%A0%E9%A3%9F%E5%8F%8B%E5%96%84-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"奶酪部分
全脂牛奶
洋菜粉
香草醬
細砂糖
莓果醬部分
冷凍綜合莓果
細砂糖
水
","
500 ml
1.5 茶匙
1 茶匙
35 克

200 克
15 克
30 ml
","1.先來準備奶酪的部分：
湯鍋內加入牛奶，糖，香草醬與洋菜粉，用小火加熱，因為全脂牛奶的乳脂含量較高，所以需要持續攪拌以防鍋底燒焦，加熱到表面冒泡泡即可。牛奶液過篩倒入容器裡。過篩的目的是讓奶酪口感更細緻。
完成後稍微放涼，即可放進冰箱冷藏2小時。2.等待奶酪凝結的同時來準備莓果醬。
食譜中我使用冷凍綜合莓果（比較經濟實惠），如果偏好新鮮莓果也是可以的，草莓、藍莓、覆盆子、黑醋栗等，依喜好隨意調整。
鍋中加入莓果，糖與水，用小火加熱，煮到莓果變軟後用刮勺或湯匙將莓果壓碎，煮好的莓果醬味道會更鮮明。
全程大概煮10分鐘左右。完成後過篩，去除果皮及籽的部分，留下果肉及果汁。別忘了將篩子底下的果泥刮乾淨哦！這才是最精華的部分。3.等奶酪凝結，莓果醬冷卻後，在奶酪表面淋上莓果醬。最後再用冷凍莓果在表面做裝飾。4.酸酸甜甜，細緻滑嫩的夏日莓果奶酪是不是很簡單啊？現在的你也躍躍欲試了嗎？
完整影音食譜：
bit.ly/3d84myM"
"
【厚生廚房】辣炒雞腹肉
",厚生市集,https://img-global.cpcdn.com/recipes/48e564ce5999237f/751x532cq70/%E5%8E%9A%E7%94%9F%E5%BB%9A%E6%88%BF%E8%BE%A3%E7%82%92%E9%9B%9E%E8%85%B9%E8%82%89-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 3人份
  ","
 15 分鐘
      ","雞腹肉
","
","1.雞腹肉洗淨後，以蒜頭、醬油醃漬10分鐘；青蔥切段，小黃瓜切丁，大辣椒斜切。2.鍋裡加匙油，以蒜頭、蔥段、辣椒爆香。加入小黃瓜、雞腹肉快速拌炒。3.加一匙豆瓣醬、白芝麻粒提味即可。4.小撇步
1. 也可加入其他喜歡的蔬菜，如青椒、玉米筍等。
2. 若沒有雞腹肉，也可使用雞胸肉取代。"
"
氣炸小雞球
",Lin Shu Jhen,https://img-global.cpcdn.com/recipes/30672d97bf38ff6b/751x532cq70/%E6%B0%A3%E7%82%B8%E5%B0%8F%E9%9B%9E%E7%90%83-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"顆小雞球
胡椒粉
","16
少許
",1.不用油，用180度5分左右2.翻面再用200度，5分左右就完成囉！
"
溫補[金線蓮燉雞湯]
",LOVE  の 開心廚房,https://img-global.cpcdn.com/recipes/b93e0b20129c9b58/751x532cq70/%E6%BA%AB%E8%A3%9C%E9%87%91%E7%B7%9A%E8%93%AE%E7%87%89%E9%9B%9E%E6%B9%AF-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"雞肉
紅棗
构杞
水
米酒
鹽
","
6 顆
1 把

1 大匙
2 小匙
",1.水煮滾=雞肉燙一下，撈起備用，紅棗构杞洗淨。2.雞肉放入電鍋內鍋+加1包金線蓮藥材[我是用以下包裝的藥材]，+紅棗+构杞+水8分滿+米酒1大匙=放進電鍋+外鍋1杯水3.電鍋跳起後再加2匙鹽即可。
"
｜氣炸料理｜x鹹酥蝦
",可可小廚娘,https://img-global.cpcdn.com/recipes/297daee139a4c47b/751x532cq70/%EF%BD%9C%E6%B0%A3%E7%82%B8%E6%96%99%E7%90%86%EF%BD%9Cx-%E9%B9%B9%E9%85%A5%E8%9D%A6-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人
  ","
 20分鐘
      ","蝦子半斤
鹽
蔥2支
薑4片
蒜3顆
米酒
","





",1.將蝦子去鬚、尖角、腸泥，洗淨後泡在米酒裡（米酒稍微蓋過蝦子高度即可），接著開始備調味料2.切蔥花、蒜末、薑末，備用3.將蝦子撈起放入氣炸鍋容器，刷或噴上一點點油，均勻灑上些微的鹽，氣炸180度8分鐘4.把每隻蝦都翻面，刷一點點油，鋪上切好的蔥薑蒜，再灑上些許鹽與胡椒（視喜好），200度3分鐘，即完成✅
"
日式鮭魚茶泡飯
",敖敖料理師,https://img-global.cpcdn.com/recipes/c81a961ad1f463ea/751x532cq70/%E6%97%A5%E5%BC%8F%E9%AE%AD%E9%AD%9A%E8%8C%B6%E6%B3%A1%E9%A3%AF-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2-3人份
  ","
 30分至ㄧ個小時
      ","鮭魚
鰹昆味增
干貝風味調味料
壽喜燒醬油
茶
柴魚
紫菜
芝麻
","







",1.準備食材2.兩杯米兩杯半水四分之一鰹昆味增3.鮭魚醬油3匙米酒酌量味霖少許下去蒸4.干貝塊&醬油酌量(依個人胃口重鹹去調)+ㄧ瓶茶or茶包煮滾即可5.備好飯淋上適量的茶湯即可開動
"
奶油蝦仁杏鮑菇義大利麵
",Tina小廚房,https://img-global.cpcdn.com/recipes/413e2a36975ecec0/751x532cq70/%E5%A5%B6%E6%B2%B9%E8%9D%A6%E4%BB%81%E6%9D%8F%E9%AE%91%E8%8F%87%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2-3人份
  ",Na,"蝦仁
杏鮑菇
義大利麵
蒜
無鹽奶油
味噌
醬油
黑胡椒
鹽
綜合義式香料粉
","

360 g
2-3 瓣
30 g
2 小匙
1 小匙
適量
少許

",1.蝦仁洗淨泡米酒約10分鐘，杏鮑菇滾刀切塊，蒜一半切片一半切末，義大利麵用加鹽滾水煮約8分鐘。2.杏鮑菇下鍋超至變軟先撈起，改下蝦仁&撒黑胡椒和鹽拌炒，變色後也先撈起。3.下奶油和蒜末拌炒，再把煮好的義大利麵放入，味噌和醬油混合後倒入和麵炒勻。4.接著加入先前的杏鮑菇和蝦仁，最後撒上綜合義式香料粉和蒜片拌炒均勻，即可盛盤享用。
"
番茄炒蛋
",Mila,https://img-global.cpcdn.com/recipes/51b9ebc46af02d29/751x532cq70/%E7%95%AA%E8%8C%84%E7%82%92%E8%9B%8B-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 10分鐘
      ","番茄
蛋
青蔥
調料
番茄醬
砂糖
鮮味炒手（鹽巴）
","1 顆
2 顆
少許




",1.番茄洗淨後切塊，青蔥切末，蛋先打成蛋液，半杯水備用。2.熱鍋後下油先炒蛋鬆，半熟狀態（像滑蛋）即可起鍋，接著下番茄炒，炒約15秒後倒入半杯水，加入番茄醬跟砂糖拌炒後蓋鍋燜煮約20秒。3.開鍋後加入滑蛋一起翻炒，再加入半匙鮮味炒手調味，起鍋前再放入青蔥拌炒即完成。
"
泰式豬頸肉
",J J,https://img-global.cpcdn.com/recipes/517010703a348ee2/751x532cq70/%E6%B3%B0%E5%BC%8F%E8%B1%AC%E9%A0%B8%E8%82%89-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"豬頸肉...1件
香茅...1條
生菜...3-4片
蒜頭...2粒
胡椒粉...少許
糖...1茶匙
蠔油...1湯匙
生抽...3/4湯匙
魚露...1湯匙
醬汁材料
芫茜...1棵
指天椒...1隻
葱頭...1粒
青檸汁...1湯匙
魚露...2湯匙
糖...1茶匙
熟水...適量
","
















","1.醃肉~將豬頸肉醃2小時以上, 生菜洗淨備用2.醬汁~將所有材料撈勻, 試味, 如味道過濃可加熟水溝淡3.煎煮器具Grill Pan~慢火整塊煎熟, 盛起斜切成片, 生菜墊底, 切好嘅豬頸肉放面~完成"
"
苦瓜肉
",闕琪琪,https://img-global.cpcdn.com/recipes/c06959b33e728ab9/751x532cq70/%E8%8B%A6%E7%93%9C%E8%82%89-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"苦瓜兩條（切塊）
絞肉100
脆瓜一瓶
","


",1.脆瓜切碎加上絞肉拌勻 摔摔2.塞入苦瓜 排上盤子3.電鍋一杯水 蒸熟即可
"
香蕉磅蛋糕bananaproudcake
",bakingB,https://img-global.cpcdn.com/recipes/d55f4c85656406d1/751x532cq70/%E9%A6%99%E8%95%89%E7%A3%85%E8%9B%8B%E7%B3%95banana-proud-cake-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"蛋
黑糖
蜂蜜
香蕉
低粉
牛油
","2 隻
35 g
10 g
1 隻
80 g
40 g
",1.準備工作：把材料放置室溫。烤盆刷一層薄牛油，撒一些麵粉，放便脫模/放牛油紙。香蕉先壓成蓉。牛油用微波爐加熱到熔化。焗爐預熱180度，10分鐘。2.全蛋下去低速打發至起泡沫，加糖再打至混合。3.加香蕉蓉，輕輕拌勻。再加蜂蜜，混合。再加牛油溶液，輕手攪拌。4.麵粉分3次過篩混入。混合到沒有顆粒，看不到乾粉。5.把粉漿倒入烤盤。入爐前敲幾下盤，把面上的小氣泡弄走。6.入爐180度，10分鐘。（5/6分鐘時可以在表面切一刀/塗上薄薄的牛油溶液，烤至微微裂開。）
"
麻吉伙伴（涼夏篇）
",張元,https://img-global.cpcdn.com/recipes/e2e91cfebcd05171/751x532cq70/%E9%BA%BB%E5%90%89%E4%BC%99%E4%BC%B4%E6%B6%BC%E5%A4%8F%E7%AF%87-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2~3人
  ","
 約10分鐘
      ","小黃瓜
火腿
塩
壽司醋
香油
檸檬
蒜頭
","3 條
3-4 片
3 大匙
2 匙
3 大匙

2-3 粒
",1.小黃瓜洗乾淨，每條先切成2等份 穿燙1分鐘後，切條狀或切絲，用塩巴抓一下，放冷藏冰鎮備用，出水是正常的，不用倒掉水。（這個步驟先燙後切絲是避免過度留失水溶性維生素）2.火腿一樣切條狀或細絲，抓些塩巴調味。3.將冰鎮的黃瓜拿出，和火腿、壽司醋、香油充分拌勻，最後擠些檸檬汁，吃之前再放大蒜即可。（不吃甜的人可換一般醋或烏醋；喜歡大蒜吃豪邁的人整粒不用切片）
"
素食高麗菜沙茶炒麵
",林義承,https://img-global.cpcdn.com/recipes/8f177c43c50c0c80/751x532cq70/%E7%B4%A0%E9%A3%9F%E9%AB%98%E9%BA%97%E8%8F%9C%E6%B2%99%E8%8C%B6%E7%82%92%E9%BA%B5-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1人
  ","
 20分鐘
      ","紅蘿蔔
木耳
杏鮑菇
豆包
高麗菜
醬油
胡椒鹽
糖
","1 條
5 片
3 條
4 片

2 匙
少許
少許
",1.紅蘿蔔，杏鮑菇，豆包，木耳，杏鮑菇均切絲，高麗菜切絲。2.將切好的豆包絲炒熟備用3.爆香紅蘿蔔，杏鮑菇，木耳，豆包再接放下去，放水炒熟後高麗菜和油麵均拌炒，再放醬油，糖，起鍋前再放胡椒鹽即可。
"
西湯篇｜蟲草花清雞湯菜肉卷
(附影片)
",蝸煮Small House Cooking,https://img-global.cpcdn.com/recipes/09954fe5881d2034/751x532cq70/%E8%A5%BF%E6%B9%AF%E7%AF%87%EF%BD%9C%E8%9F%B2%E8%8D%89%E8%8A%B1%E6%B8%85%E9%9B%9E%E6%B9%AF%E8%8F%9C%E8%82%89%E5%8D%B7-%E9%99%84%E5%BD%B1%E7%89%87-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 3 - 4人份
  ","
 1.5 hrs
      ","菜肉卷:
高麗菜葉
免治豬肉
紅蘿蔔
西芹
洋蔥
菜脯
麻油
豉油
黑胡椒粉
白胡椒粉
蟲草花清雞湯:
清雞湯/自家制清雞湯
虫草花
鹽
","
4 片
200 g
20 g
30 g
25 g
15 g
1 茶匙
1 茶匙
適量
適量


80 g
適量
","1.詳細做法請查閱YouTube 
https://youtu.be/H2s1eESld6k2.菜肉卷:
紅蘿蔔, 西芹, 洋蔥和菜脯切成粒, 拌入免治豬肉, 加入麻油, 豉油, 黑胡椒粉和白胡椒粉後攪勻,3.菜肉卷:
小心地拆出8片包心菜葉, 之後放入滾水中灼至軟身, 撈起放入凍水中一陣;4.菜肉卷:
切去部分葉莖, 加入2湯匙豬肉餡料, 捲埋;5.菜肉卷:
蒸菜肉卷約15-20分鐘, 之後取出待用。6.蟲草花清雞湯:
先清洗蟲草花, 之後加入至清雞湯, 大火滾起, 小火煮15分鐘;7.蟲草花清雞湯:
15分鐘後, 加入鹽調味。8.合成:
先在湯碟中放入菜肉卷, 之後加入蟲草花雞湯, 直至8-9成滿, 蓋上保紙紙, 蒸15-20分鐘即可食用9.合成:
完成時可以加入蟲草花作裝飾。"
